TweetID|TweetFullText|annotationDesc|predictDesc
635.txt|NEED HELP IN EAST END. ELDERLY LADY IN DIRE NEED ADDRESS 5201 Hershe Street PLS SEND HELP HoustonStrong HoustonFlood|[{'locationDesc': '5201 Hershe Street', 'locationCate': 'C1', 'startIndex': 57, 'endIndex': 75}]|C10: EAST END; C1: 5201 Hershe Street
636.txt|NEW NOW: Bastrop gives updates on damage from Harvey, FEMA expected to open disaster relief center on Fawcett St. in Smithville today|[{'locationDesc': 'Fawcett St.', 'locationCate': 'C2', 'startIndex': 102, 'endIndex': 113}, {'locationDesc': 'Smithville', 'locationCate': 'C9', 'startIndex': 117, 'endIndex': 127}]|C9: Bastrop; C2: Fawcett St.; C9: Smithville
64.txt|NOLAReady alert: Street flooding reported at Hayne Blvd. and Downman Road. Visit|[{'locationDesc': 'Hayne Blvd.', 'locationCate': 'C2', 'startIndex': 45, 'endIndex': 56}, {'locationDesc': 'Downman Road', 'locationCate': 'C2', 'startIndex': 61, 'endIndex': 73}]|C5: Hayne Blvd. and Downman Road
642.txt|New info from most recent Hurricane Hunters pass through coastal Houston: 941.6 mb pressure, 136mph winds (30- sec ave â€¦|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 65, 'endIndex': 72}]|C9: coastal Houston
645.txt|North Main now open from 45 to downtown. Barricades lifted at underpass near Burnett St. houstonflooding|[{'locationDesc': 'North Main', 'locationCate': 'C2', 'startIndex': 0, 'endIndex': 10}, {'locationDesc': 'Burnett St', 'locationCate': 'C2', 'startIndex': 77, 'endIndex': 87}]|C2: North Main; C3: 45; C7: downtown; C2: underpass near Burnett St.
648.txt|Port Aransas Mayor: Search and rescue operation underway at Pioneer Trailer Park. HurricaneHarve|[{'locationDesc': 'Pioneer Trailer Park', 'locationCate': 'C7', 'startIndex': 60, 'endIndex': 80}]|C9: Port Aransas; C7: Pioneer Trailer Park
65.txt|NOLAReady alert: Street flooding reported on the 8000th block of Sycamore St. Visit|[{'locationDesc': 'Sycamore St.', 'locationCate': 'C2', 'startIndex': 65, 'endIndex': 77}]|C4: 8000th block of Sycamore St.
662.txt|Only one waterway out of bank in Houston-- Mayde Creek at Greenhouse Rd harvey|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 33, 'endIndex': 40}, {'locationDesc': 'Mayde Creek at Greenhouse Rd', 'locationCate': 'C5', 'startIndex': 43, 'endIndex': 71}]|C9: Houston; C6: Mayde Creek; C2: Greenhouse Rd
663.txt|PHOTOS: Dozens wait in line to get into the HEB on Old Spanish Trail & Scotts St. Families wait to stock up on more â€¦|[{'locationDesc': 'Old Spanish Trail & Scotts St', 'locationCate': 'C5', 'startIndex': 51, 'endIndex': 80}]|C8: HEB; C5: Old Spanish Trail & Scotts St.
666.txt|Our rescue team spent the day in a flooded mobile home park in Vidor TX, & rescued 4 cats from a trailer 1 who was â€¦|[{'locationDesc': 'Vidor TX', 'locationCate': 'C9', 'startIndex': 63, 'endIndex': 71}]|C7: mobile home park; C9: Vidor TX
667.txt|Offered our prayer to the Patron St. of Texas for those impacted by Harvey.|[{'locationDesc': 'Patron St.', 'locationCate': 'C2', 'startIndex': 26, 'endIndex': 36}, {'locationDesc': 'Texas', 'locationCate': 'C9', 'startIndex': 40, 'endIndex': 45}]|C9: Texas
670.txt|OPEN SHELTER: Church Project, 295 Sawdust Rd., Spring, 77380 Harvey|[{'locationDesc': '295 Sawdust Rd., Spring, 77380', 'locationCate': 'C1', 'startIndex': 30, 'endIndex': 60}]|C8: Church Project; C1: 295 Sawdust Rd., Spring, 77380
672.txt|On Houston's east side Normandy St. is a body of water for as far as eye can see. Fox26 Harvey|[{'locationDesc': "Houston's", 'locationCate': 'C9', 'startIndex': 3, 'endIndex': 12}, {'locationDesc': 'Normandy St.', 'locationCate': 'C2', 'startIndex': 23, 'endIndex': 35}]|C9: Houston's east side; C2: Normandy St.
675.txt|If you're looking for a place to drop off HurricaneHarvey donations, we're at 3003 15th St. on campus.|[{'locationDesc': '3003 15th St.', 'locationCate': 'C1', 'startIndex': 78, 'endIndex': 91}]|C1: 3003 15th St; C8: on campus
677.txt|Please RT Southwest Calvary Baptist Church is open 12910 W Bellfort Ave Houston, TX hurricaneharvey â€¦|[{'locationDesc': 'Southwest Calvary Baptist Church', 'locationCate': 'C8', 'startIndex': 10, 'endIndex': 42}, {'locationDesc': '12910 W Bellfort Ave Houston, TX', 'locationCate': 'C1', 'startIndex': 51, 'endIndex': 83}]|C8: Southwest Calvary Baptist Church; C1: 12910 W Bellfort Ave; C9: Houston, TX
678.txt|Our fulfillment team is at temporary shelter 7711 Burnet Rd. Supplies & volunteers needed! â€¦|[{'locationDesc': '7711 Burnet Rd', 'locationCate': 'C1', 'startIndex': 45, 'endIndex': 59}]|C8: temporary shelter; C1: 7711 Burnet Rd
68.txt|NOLAReady alert: Street flooding reported at N Carrollton Ave, and Moss St. Visit|[{'locationDesc': 'N Carrollton Ave, and Moss St', 'locationCate': 'C5', 'startIndex': 45, 'endIndex': 74}]|C2: N Carrollton Ave; C2: Moss St
680.txt|Please help this young lady! HoustonStrong HoustonPolice HurricaneHarvey 2815 34th street 77640 Port Arthur Tx H â€¦|[{'locationDesc': '2815 34th street 77640 Port Arthur Tx', 'locationCate': 'C1', 'startIndex': 73, 'endIndex': 110}]|C1: 2815 34th street 77640; C9: Port Arthur Tx
681.txt|Our Houston store at 12601 Westheimer Rd is now open! Visit|[{'locationDesc': '12601 Westheimer Rd', 'locationCate': 'C1', 'startIndex': 21, 'endIndex': 40}]|C9: Houston; C1: 12601 Westheimer Rd
683.txt|Plenty of fresh produce at Seller Bros. on Canal St, 7:00 am to 7:00 pm. No lines! Harvey2017 HoustonStrong|[{'locationDesc': 'Canal St', 'locationCate': 'C2', 'startIndex': 43, 'endIndex': 51}]|C8: Seller Bros.; C2: Canal St
687.txt|Parts of southeast Houston underwater right now. This is Broadway St from the I610- E overpass. Harvey txwx houwx â€¦|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 19, 'endIndex': 26}, {'locationDesc': 'Broadway St', 'locationCate': 'C2', 'startIndex': 57, 'endIndex': 68}, {'locationDesc': 'I610- E', 'locationCate': 'C3', 'startIndex': 78, 'endIndex': 85}]|C10: southeast Houston; C2: Broadway St; C3: I610- E overpass
688.txt|PORT ARTHUR: SH73 westbound near LaBelle Rd is CLOSED TurnAroundDontDrown Harvey|[{'locationDesc': 'PORT ARTHUR', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 11}, {'locationDesc': 'SH73', 'locationCate': 'C3', 'startIndex': 13, 'endIndex': 17}, {'locationDesc': 'LaBelle Rd', 'locationCate': 'C2', 'startIndex': 33, 'endIndex': 43}]|C9: PORT ARTHUR; C3: SH73 westbound near LaBelle Rd
692.txt|Pet-Friendly Harvey Shelter! TheMET Church 13000 Jones Rd. Houston 77070. Thank U &!|[{'locationDesc': 'TheMET Church', 'locationCate': 'C8', 'startIndex': 29, 'endIndex': 42}, {'locationDesc': '13000 Jones Rd. Houston 77070', 'locationCate': 'C1', 'startIndex': 43, 'endIndex': 72}]|C8: TheMET Church; C1: 13000 Jones Rd.; C9: Houston 77070
693.txt|Pass it on! 3-5 free nights at Hotel Nacogdoches Inn & Suites for victims of Harvey. Hot breakfast. 2 hours from Houston. 936.564. 280|[{'locationDesc': 'Hotel Nacogdoches Inn', 'locationCate': 'C7', 'startIndex': 31, 'endIndex': 52}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 113, 'endIndex': 120}]|C7: Hotel Nacogdoches Inn & Suites; C9: Houston
695.txt|Rebuild Gulf Coast Regional Blood Center's supply after Harvey. Donate tomorrow, between 9-5 @ St Michael Church, 1801 Sage Rd, Houston|[{'locationDesc': 'St Michael Church', 'locationCate': 'C8', 'startIndex': 95, 'endIndex': 112}, {'locationDesc': '1801 Sage Rd, Houston', 'locationCate': 'C1', 'startIndex': 114, 'endIndex': 135}]|C8: Gulf Coast Regional Blood Center; C8: St Michael Church; C1: 1801 Sage Rd; C9: Houston
696.txt|Rain gauge in Mary's Creek at Winding Road (southeast of Houston) reported 49.2". Harvey now 2nd wettest tropical â€¦|[{'locationDesc': "Mary's Creek at Winding Road", 'locationCate': 'C5', 'startIndex': 14, 'endIndex': 42}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 57, 'endIndex': 64}]|C6: Mary's Creek; C2: Winding Road; C10: southeast of Houston
697.txt|Port Aransas Mayor describes Pioneer Trailer Park damage at' 100- percent loss' HurricaneHarvey|[{'locationDesc': 'Pioneer Trailer Park', 'locationCate': 'C7', 'startIndex': 29, 'endIndex': 49}]|C9: Port Aransas; C7: Pioneer Trailer Park
7.txt|Harvey2017 intensifies to a category 3 hurricane. Be safe, people in Texas. Evacuate to the inland state park for free. â€¦|[{'locationDesc': 'Texas', 'locationCate': 'C9', 'startIndex': 69, 'endIndex': 74}]|C9: Texas; C7: inland state park
700.txt|Police report that 128 people were evacuated from a Fairfield Inn in Port Aransas, TX. Harvey|[{'locationDesc': 'Port Aransas, TX', 'locationCate': 'C9', 'startIndex': 69, 'endIndex': 85}]|C8: Fairfield Inn; C9: Port Aransas, TX
702.txt|Water Everywhere @ Playground at meyerland Godwin park at Kolter Elem. houstonflood|[{'locationDesc': 'meyerland Godwin park', 'locationCate': 'C7', 'startIndex': 33, 'endIndex': 54}, {'locationDesc': 'Kolter Elem', 'locationCate': 'C8', 'startIndex': 58, 'endIndex': 69}]|C7: Playground at meyerland Godwin park; C8: Kolter Elem
704.txt|Pecan Grove, in Richmond, Fort Bend County. Neighborhood was about 3 feet underwater yesterday. Harvey|[{'locationDesc': 'Pecan Grove', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 11}, {'locationDesc': 'Richmond, Fort Bend County', 'locationCate': 'C9', 'startIndex': 16, 'endIndex': 42}]|C10: Pecan Grove; C9: Richmond; C9: Fort Bend County
706.txt|RIGHT NOW. My neighborhood. Cypress Terrace. Spring, Tx. 77073 HarveyStorm Harvey2017|[{'locationDesc': 'Cypress Terrace', 'locationCate': 'C9', 'startIndex': 28, 'endIndex': 43}, {'locationDesc': 'Spring, Tx', 'locationCate': 'C9', 'startIndex': 45, 'endIndex': 55}]|C10: Cypress Terrace; C9: Spring, Tx; C9: 77073
708.txt|Please anyone with boats-- dog sanctuary in desperate need ASAP 413 Speights Loop Road Hankamer, TX 77560 houstonflood hurricaneharve|[{'locationDesc': '413 Speights Loop Road Hankamer, TX 77560', 'locationCate': 'C1', 'startIndex': 64, 'endIndex': 105}]|C1: 413 Speights Loop Road, Hankamer, TX 77560
71.txt|Hurricaneharvey it is 3:13 am 8-29- 17 Michael is stuck has been stuck in deep water in his truck for 2 hrs on Wallaceville St in Housto|[{'locationDesc': 'Wallaceville St', 'locationCate': 'C2', 'startIndex': 111, 'endIndex': 126}, {'locationDesc': 'Housto', 'locationCate': 'C9', 'startIndex': 130, 'endIndex': 136}]|C2: Wallaceville St; C9: Houston
710.txt|Port O'Connor Hardware, 1738 Adams Ave., is selling plywood, batteries, ect. Employee:" It's pretty much first come, first serve." Harvey|[{'locationDesc': '1738 Adams Ave.', 'locationCate': 'C1', 'startIndex': 24, 'endIndex': 39}]|C8: Port O'Connor Hardware; C1: 1738 Adams Ave.
711.txt|Please RT! Just got a call. 200 beds open for evacuees at Forge for Families Shelter 3435 Dixie Rd, Houston 77021 KHOU11 Harvey HouNew|[{'locationDesc': '3435 Dixie Rd, Houston 77021', 'locationCate': 'C1', 'startIndex': 85, 'endIndex': 113}]|C8: Forge for Families Shelter; C1: 3435 Dixie Rd, Houston 77021
714.txt|RESCUE NEEDED!!! FAMILY WITH TWO SMALL CHILDREN. 19707 Twin Canyon Ct. Katy, TX 77450 Please retweet! HoustonFloods HurricaneHarve|[{'locationDesc': '19707 Twin Canyon Ct. Katy, TX 77450', 'locationCate': 'C1', 'startIndex': 49, 'endIndex': 85}]|C1: 19707 Twin Canyon Ct, Katy, TX 77450
716.txt|Pls RETWEET>>> Animals are trapped at Tall Tales Rescue- send boats please!! 413 Speights Loop Rd Hankamer, TX 7756 â€¦|[{'locationDesc': '413 Speights Loop Rd Hankamer, TX 7756', 'locationCate': 'C1', 'startIndex': 77, 'endIndex': 115}]|C8: Tall Tales Rescue; C1: 413 Speights Loop Rd; C9: Hankamer, TX 7756
718.txt|HurricaneHarvey Damage: The Harbor Master Building just blew away! Aransas Pass Police|[{'locationDesc': 'Harbor Master Building', 'locationCate': 'C7', 'startIndex': 28, 'endIndex': 50}]|C8: Harbor Master Building; C9: Aransas Pass
721.txt|statesman: RT efindell: Staring today, a southeast Austin industrial/office park will be Harvey evacuees' new home â€¦|[{'locationDesc': 'Austin', 'locationCate': 'C9', 'startIndex': 51, 'endIndex': 57}]|C10: southeast Austin; C7: industrial/office park
727.txt|Virginia Beach restaurants come together to support victims of Harvey. Dine at Chichos 29th Street, ...|[{'locationDesc': 'Virginia Beach', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 14}, {'locationDesc': '29th Street', 'locationCate': 'C2', 'startIndex': 87, 'endIndex': 98}]|C9: Virginia Beach; C7: Chichos 29th Street
728.txt|Volunteers head downtown for water rescues, launching on Houston Ave HoustonFloods|[{'locationDesc': 'Houston Ave', 'locationCate': 'C2', 'startIndex': 57, 'endIndex': 68}]|C7: downtown; C2: Houston Ave
73.txt|Moss Bluff off of Hennigan Rd. Here are some photos I captured this morning. Harvey SWLA|[{'locationDesc': 'Hennigan Rd', 'locationCate': 'C2', 'startIndex': 18, 'endIndex': 29}]|C9: Moss Bluff; C2: Hennigan Rd.
732.txt|We are registered with FEMA. In case of emergency or evacuation reach us at 409-729-3434. Quality Inn & Suites, Port Arthur, TX Harvey2017|[{'locationDesc': 'Port Arthur, TX', 'locationCate': 'C9', 'startIndex': 112, 'endIndex': 127}]|C8: Quality Inn & Suites; C9: Port Arthur, TX
734.txt|Who do we call for roadside rescues if not 911? My friend has been stuck at Airport blvd & station drive (near Mykawa) for hours. Harvey|[{'locationDesc': 'Airport blvd & station drive', 'locationCate': 'C5', 'startIndex': 76, 'endIndex': 104}, {'locationDesc': 'Mykawa', 'locationCate': 'C9', 'startIndex': 111, 'endIndex': 117}]|C5: Airport blvd & station drive; C7: near Mykawa
735.txt|White Oak Bayou around Stude Park. From yesterday to today. HoustonFloods Houston Heights|[{'locationDesc': 'White Oak Bayou', 'locationCate': 'C6', 'startIndex': 0, 'endIndex': 15}, {'locationDesc': 'Stude Park', 'locationCate': 'C7', 'startIndex': 23, 'endIndex': 33}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 60, 'endIndex': 67}]|C6: White Oak Bayou; C7: Stude Park
74.txt|NEEDRESCUE HOUSTONFLOOD Pregnant woman, children & disabled father-in-law 2121 Melissa St Houston Texas 77039 â€¦|[{'locationDesc': '2121 Melissa St Houston Texas 77039', 'locationCate': 'C1', 'startIndex': 74, 'endIndex': 109}]|C1: 2121 Melissa St, Houston, Texas 77039
742.txt|VIDEO: Overland Park couple rides out storm in Houston hotel-|[{'locationDesc': 'Overland Park', 'locationCate': 'C7', 'startIndex': 7, 'endIndex': 20}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 47, 'endIndex': 54}]|C10: Overland Park; C8: Houston hotel
744.txt|VIDOR: sections of I10 frontage rd in Orange Co are flooded. Please continue to stay off the rds & do not go around â€¦|[{'locationDesc': 'I10', 'locationCate': 'C3', 'startIndex': 19, 'endIndex': 22}, {'locationDesc': 'frontage rd', 'locationCate': 'C2', 'startIndex': 23, 'endIndex': 34}, {'locationDesc': 'Orange Co', 'locationCate': 'C9', 'startIndex': 38, 'endIndex': 47}]|C9: VIDOR; C3: I10 frontage rd; C9: Orange Co
746.txt|Very rare: traffic jam on Texas Avenue in Bridge City Texas due to I-10 closure between BeaumontTx and Vidor. â€¦|[{'locationDesc': 'Texas Avenue', 'locationCate': 'C2', 'startIndex': 26, 'endIndex': 38}, {'locationDesc': 'Bridge City', 'locationCate': 'C9', 'startIndex': 42, 'endIndex': 53}, {'locationDesc': 'Texas', 'locationCate': 'C9', 'startIndex': 26, 'endIndex': 31}, {'locationDesc': 'I-10', 'locationCate': 'C3', 'startIndex': 67, 'endIndex': 71}, {'locationDesc': 'BeaumontTx', 'locationCate': 'C9', 'startIndex': 88, 'endIndex': 98}, {'locationDesc': 'Vidor', 'locationCate': 'C9', 'startIndex': 103, 'endIndex': 108}]|C2: Texas Avenue; C9: Bridge City Texas; C3: I-10; C9: BeaumontTx; C9: V
748.txt|WELCOME HOME: Handshakes & hugs for Bay Area rescuers. Task Force 3 arrived today in Menlo Park back from â€¦|[{'locationDesc': 'Menlo Park', 'locationCate': 'C7', 'startIndex': 85, 'endIndex': 95}]|C9: Bay Area; C9: Menlo Park
751.txt|Village Creek off 96 and N. Main Street near Lumberton. Waters are rising, was low days ago setxnews harvey|[{'locationDesc': 'Village Creek', 'locationCate': 'C6', 'startIndex': 0, 'endIndex': 13}, {'locationDesc': '96', 'locationCate': 'C3', 'startIndex': 18, 'endIndex': 20}, {'locationDesc': 'N. Main Street', 'locationCate': 'C2', 'startIndex': 25, 'endIndex': 39}, {'locationDesc': 'Lumberton', 'locationCate': 'C9', 'startIndex': 45, 'endIndex': 54}]|C6: Village Creek; C3: 96 and N. Main Street; C9: Lumberton
755.txt|We sure wish we had a competent President right now. he's tweeting about Mexican wall & his sweeping votes in Missouri ... Harvey Houston|[{'locationDesc': 'Missouri', 'locationCate': 'C9', 'startIndex': 110, 'endIndex': 118}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 130, 'endIndex': 137}]|C9: Missouri
756.txt|We are still accepting donations for Harvey relief at Westfield Safety Festival in Village Park Plaza until 3pm!|[{'locationDesc': 'Village Park Plaza', 'locationCate': 'C7', 'startIndex': 83, 'endIndex': 101}]|C8: Westfield Safety Festival; C7: Village Park Plaza
758.txt|We're live with. Join us at Market Street on Georgia for a Food Drive to help those affected by â€¦|[{'locationDesc': 'Market Street', 'locationCate': 'C2', 'startIndex': 28, 'endIndex': 41}, {'locationDesc': 'Georgia', 'locationCate': 'C2', 'startIndex': 45, 'endIndex': 52}]|C7: Market Street on Georgia
759.txt|We are ok here so far on Granite St, between 290 and Hempstead on Bingle Rd. Praying for everyone in Houston and ho â€¦|[{'locationDesc': 'Granite St', 'locationCate': 'C2', 'startIndex': 25, 'endIndex': 35}, {'locationDesc': '290', 'locationCate': 'C3', 'startIndex': 45, 'endIndex': 48}, {'locationDesc': 'Hempstead', 'locationCate': 'C2', 'startIndex': 53, 'endIndex': 62}, {'locationDesc': 'Bingle Rd', 'locationCate': 'C2', 'startIndex': 66, 'endIndex': 75}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 101, 'endIndex': 108}]|C2: Granite St; C11: 290 and Hempstead on Bingle Rd; C9: Houston
760.txt|Walnut Hill shelter @ capacity (300 ppl). Tommie Allen sheltr (7071 Bonnie View Rd.) ready 4 guests to arrive Harvey|[{'locationDesc': '7071 Bonnie View Rd.', 'locationCate': 'C1', 'startIndex': 63, 'endIndex': 83}]|C8: Walnut Hill shelter; C8: Tommie Allen shelter; C1: 7071 Bonnie View Rd.
